accession,ref_f_unweighted,ref_f_weighted,n_matches
ERR1513007,0.689993718446463,0.7758573325397189,8912
ERR1514427,0.6286182898173968,0.6927992336627649,10068
ERR1514428,0.6424493291458433,0.7103311963623702,10739
ERR1514429,0.6818017801295212,0.7644463142149301,10865
ERR1514430,0.6635755790808783,0.7569146549403213,10484
ERR1525437,0.7034011869055135,0.7667743921206525,3817
ERR1525438,0.6810007818603689,0.7551004223090192,6050
ERR1525440,0.665562758361067,0.7303566723958399,9743
ERR1525441,0.7699198988191571,0.8165329512893983,4522
ERR1525442,0.7409937641497772,0.809833304543099,5588
ERR1525443,0.6983026308265508,0.7802405278632748,10893
ERR1525445,0.6672878667719276,0.7377159408296265,10791
ERR1543785,0.7178568870423591,0.8092115014080332,2861
ERR1543794,0.7843337949303059,0.8177477944992216,3358
ERR1544002,0.6537554854384233,0.8941415297566664,11828
ERR1620360,0.8858620408825439,0.9752991044948859,4657
ERR1725402,0.7926158156285057,0.8714069591527988,3974
ERR1726689,0.2560706790529221,0.2609208442526803,44366
ERR1726712,0.2513751362478439,0.28435198691167995,92445
ERR1726918,0.2635345457347717,0.2845613288334177,83030
ERR1731826,0.7372994158098958,0.8990803118613276,3973
ERR1736743,0.8132576935030653,0.8742331288343558,3817
ERR1736747,0.8200542184605164,0.8851653681279139,4422
ERR1864492,0.19154661135704953,0.2795610278372591,3030
ERR1868831,0.2880148467431394,0.5308722389317803,3441
ERR1868835,0.22638341492674008,0.4493667370732954,9933
ERR1868836,0.22861572535975522,0.40534171832954224,4116
ERR1868837,0.26235784901967707,0.3540503274732851,3501
ERR1868838,0.24097730927241903,0.5197075314018034,4291
ERR1868839,0.19820223171235202,0.3650078397023088,13428
ERR1868841,0.2933005099348605,0.8189082394263135,1363
ERR1868847,0.18852960819192877,0.1998304969828463,5838
ERR1868848,0.3209033613445307,0.3601332637578774,915
ERR1868857,0.29730884237501987,0.8847710973851395,1703
ERR1869526,0.339486557678242,0.36801746569572624,8084
ERR1869527,0.4310335262672544,0.6693439255757959,9813
ERR1869528,0.4436551322242748,0.9149954798187201,13169
ERR1869529,0.43948165782901355,0.3951691915699907,6040
ERR1869530,0.38089767356790644,0.4923767889292999,7083
ERR1877474,0.7701352145794684,0.9706521148938481,2028
ERR1877475,0.7620236905950106,0.9712575468290418,2108
ERR1877476,0.7728648409241718,0.9684574461609632,2046
ERR1877479,0.7784533254243828,0.9733713200379867,1885
ERR1877480,0.7640575079871246,0.981454315780895,1996
ERR1877481,0.7459372485919198,0.9811107964054896,1994
ERR1877482,0.768527388313022,0.9807502877962522,1816
ERR2017147,0.438115414851009,0.6027558235574566,14054
ERR2020034,0.5589557374406441,0.8046077888203021,12893
ERR2044295,0.7585975988901992,0.8194749282458214,3662
ERR2044297,0.7396608257233757,0.8268858116805047,4959
ERR2044644,0.8037316110511425,0.8644988430154671,3206
ERR2094164,0.48305058815961055,0.6542219105575444,49774
ERR2094165,0.3485963344767489,0.3565347128411678,64486
ERR2094166,0.4289010449537206,0.5654317474906375,41677
ERR2094167,0.43035254315417243,0.6801525389897736,38930
ERR2094168,0.42067894570683917,0.5616558655577504,49523
ERR2094169,0.44016397578908684,0.632264182715743,46639
ERR2094170,0.4796916208047232,0.6533642625406048,51679
ERR2094171,0.4145174292617014,0.518414696276349,28427
ERR2094172,0.4215091766322879,0.6526273511982893,22265
ERR2094176,0.4436581313322507,0.6119665635462135,50907
ERR209780,0.8488418530350618,0.9000462090783066,1961
ERR2102261,0.35065869921291715,0.8859805536777594,34290
ERR2114805,0.46589075823860765,0.5875478004923891,23586
ERR2114812,0.45147614105465206,0.6820629612098733,19674
ERR2126384,0.3381291488310933,0.9061420683321746,33087
ERR2135449,0.3627562388585568,0.9145652710113293,30504
ERR2135457,0.35838092087240775,0.8898904269703629,32966
ERR2135519,0.28952822064026296,0.6521065508804577,45133
ERR2144871,0.30403468802795786,0.48225740089977676,5099
ERR2144872,0.30392766938714505,0.4841751388353389,5116
ERR2144874,0.30546220039109967,0.48102668143778116,5031
ERR2144879,0.2661491958052534,0.38958940765143196,5090
ERR2144884,0.336629064365801,0.4926145706727676,6015
ERR2144886,0.3050622846538463,0.4437529139254183,6052
ERR2144896,0.28475756763988025,0.46055693453304375,6387
ERR2144897,0.28254282542825404,0.4599034320081842,6340
ERR2144898,0.3002454322333664,0.46245965630819597,6056
ERR2168978,0.4209529468558561,0.47652983862233295,5648
ERR2198710,0.692430188249922,0.9679440514794904,4382
ERR2200468,0.6356518829691655,0.6708588458715905,24587
ERR2200478,0.6419332596754423,0.6792735363983522,22461
ERR2215867,0.35218904449646254,0.38280876956990234,55098
ERR2231568,0.44417874162825965,0.5129000523286238,29590
ERR2231569,0.42301389128892697,0.5326621733071695,28604
ERR2241629,0.5306566561835775,0.7081409675526228,47605
ERR2241631,0.4636696802232965,0.8481955993752088,27504
ERR2241637,0.4715300028737762,0.8286403326802966,29010
ERR2241639,0.4991871077221331,0.8777067978352479,24874
ERR2241648,0.517877410612631,0.745766810907979,50571
ERR2241650,0.5489988768161137,0.6954495545770463,46009
ERR2241654,0.5092250085526887,0.6887370720009734,61236
ERR2241656,0.5143844810969864,0.6757651623409118,58275
ERR2241659,0.5161514436463097,0.8248120812107119,24083
ERR2241674,0.652743825014366,0.8633747171242493,47184
ERR2241676,0.6211572802643818,0.8154760964997927,33165
ERR2241678,0.6168148607660385,0.6857171306033039,27334
ERR2241679,0.5940911843786912,0.7944193852513748,52584
ERR2241685,0.632640794245564,0.755454132011851,34426
ERR2241687,0.5091261267968017,0.8146500106810807,24912
ERR2241690,0.6198684233362275,0.8912363946088365,25593
ERR2241693,0.5951126315250911,0.8728727020243103,26376
ERR2241699,0.5929713514752286,0.897809352856012,22192
ERR2241701,0.6057749053586223,0.8206468846236731,21579
ERR2241702,0.49646429803312897,0.7775248182681944,17621
ERR2241704,0.5504252088883576,0.7596153597534331,16857
ERR2241705,0.600626514569089,0.6904136969512521,40479
ERR2241707,0.5850923677887003,0.6887182912038454,40997
ERR2241712,0.584741864865831,0.7304004302504548,49813
ERR2241714,0.5905769538751693,0.7411370239907095,49047
ERR2241717,0.5694148568262277,0.7475785808240412,46419
ERR2241724,0.5918164776477772,0.710695020969819,44688
ERR2241728,0.5866342040008283,0.8832479843939525,22987
ERR2241733,0.5457503561150759,0.7634209871039924,23920
ERR2241743,0.60225495880085,0.8552626150422259,30895
ERR2241746,0.6242626659838226,0.773748000637157,39195
ERR2241749,0.4126779059445202,0.8017250463714622,23545
ERR2241752,0.44867241996195373,0.7408695020084195,35989
ERR2241755,0.5072140460522225,0.7515736536114398,32753
ERR2241757,0.6529604239153896,0.7977664055015394,37806
ERR2241758,0.49092150693388814,0.8151285586258173,24344
ERR2241760,0.6626323369630229,0.870544930642795,26569
ERR2241764,0.5484747909242972,0.9313113508672282,15525
ERR2241768,0.5904653291512888,0.7379629707944617,43846
ERR2241770,0.5261036115149086,0.8604839434408481,20494
ERR2241773,0.6401429422272455,0.7783785923368629,39424
ERR2241775,0.633006103094727,0.7674728414765999,40793
ERR2241778,0.6146229851023967,0.7568561457597363,43992
ERR2241779,0.6523595424430932,0.8064391957822721,39252
ERR2241784,0.5758107172444039,0.8640330065324797,26176
ERR2241786,0.653662603918534,0.7781563527446044,28790
ERR2241787,0.6560385542166765,0.7822737445204229,28571
ERR2241789,0.5620687472299335,0.7303777731201849,40087
ERR2241790,0.49315130046645367,0.8568398448151913,20964
ERR2241792,0.5531404528830682,0.7327590875186257,36444
ERR2241793,0.5167107416121569,0.7264007234742574,56330
ERR2241794,0.5348881623169672,0.8298312033846557,21087
ERR2241799,0.5791425139688493,0.8402610688272363,22380
ERR2241800,0.4984368921662071,0.6688444992655808,59153
ERR2241802,0.5557222634473808,0.8686257837467591,27056
ERR2241806,0.4451479150369639,0.8387509004407582,26102
ERR2241807,0.5170426488139573,0.8891348551552944,24576
ERR2241808,0.4931990409978784,0.8243915173812465,27515
ERR2241809,0.5078062449954721,0.8642434374661642,24532
ERR2241815,0.509811872418449,0.7857863020554482,27706
ERR2241817,0.5406140970596268,0.7423131394743259,56034
ERR2241820,0.5359982047006864,0.6532079443041631,44444
ERR2241822,0.5113051473100346,0.6395621250801055,48115
ERR2241825,0.513326884993956,0.5977612129747034,47024
ERR2241829,0.5186062717763613,0.6885590412238608,41699
ERR2241834,0.5611352902780762,0.7009411268106773,46117
ERR2241837,0.5363789063557537,0.7186132288692444,44054
ERR2241841,0.4916614883357494,0.6693766348886321,62873
ERR2241842,0.5295085974634972,0.7204717664887659,49670
ERR2241845,0.5235383206443303,0.7036002362506844,50833
ERR2241846,0.5220923710476305,0.6827338905986883,52540
ERR2241848,0.5508801069295854,0.839957074083178,30071
ERR2241859,0.5388531281743099,0.7761977593612938,36638
ERR2241861,0.49949214497253236,0.7115663216167437,25686
ERR2241862,0.5895241710082983,0.8002307141450217,37980
ERR2241867,0.519976235238131,0.7466188814291818,48031
ERR2241870,0.515018868535744,0.7313443332876934,58242
ERR2241871,0.5486207648704088,0.7378754898289764,41399
ERR2241874,0.5362348313619708,0.7649865463291929,48998
ERR2241876,0.5322215913049467,0.7307454141548676,50752
ERR2241880,0.5546053694057423,0.8403366418548961,49397
ERR2241881,0.540159306965656,0.777268475824783,47389
ERR2241884,0.5299883440401174,0.7704132637784089,47771
ERR2241902,0.49076928176001444,0.8603323527498371,26452
ERR2241904,0.556469119505904,0.8502194340303058,35655
ERR2241905,0.536232909517801,0.8594201736906562,28650
ERR2241906,0.525773824649617,0.9041255134213964,16240
ERR2241907,0.3690650545354312,0.7930104348543382,31865
ERR2241911,0.5050186782108065,0.8707671093996091,19895
ERR2241913,0.46370108734339804,0.8870978131340784,22147
ERR2241917,0.4940507051862959,0.8168909181189522,24615
ERR2241920,0.5876981580647203,0.7608269883651279,43228
ERR2241941,0.5663270894946673,0.8435301921910925,23420
ERR2241942,0.5774237509606828,0.6745247422834737,40185
ERR2241945,0.5888590946814273,0.8791692162997529,24013
ERR2241950,0.6152226537636853,0.875803824934682,23260
ERR2241953,0.5242260055573479,0.7000731112053304,19947
ERR2241955,0.4712354959037335,0.7426024061206042,19428
ERR2241956,0.533633252414463,0.8587441414549927,22352
ERR2241960,0.6138702439668178,0.7599006474204976,30742
ERR2241969,0.6247135470413692,0.7486468225026283,28071
ERR2241972,0.41182567271750287,0.8341022045732676,23944
ERR2241981,0.5211068676407017,0.9246052918456229,14672
ERR2241983,0.514058970594913,0.7251754079558613,22832
ERR2241986,0.5446214111839892,0.7939821871285027,20347
ERR2245452,0.5437472423149687,0.7644040395009853,48260
ERR2245454,0.6303147758871628,0.7590374712481172,36236
ERR2245457,0.5640661218051023,0.7460137571729195,45644
ERR2245459,0.5373435403326708,0.7435398378537869,55303
ERR2245461,0.517193627319663,0.6821447605726788,56950
ERR2245469,0.514319140657969,0.6970111398448379,48686
ERR2245471,0.5258303684146196,0.7291501892678333,54073
ERR2245474,0.5594585376522963,0.7345463068140203,41925
ERR2245478,0.5045438664518686,0.6783789987776232,61768
ERR2245479,0.5463449984802075,0.7639454447590939,45412
ERR2245482,0.5358285511142552,0.7469852251786234,56160
ERR2245483,0.5537332804457213,0.7555725241721102,47478
ERR2245486,0.5650151425406479,0.7838964710039309,46314
ERR2245488,0.5539035414463255,0.745354717902141,48604
ERR2261893,0.4042553191489352,0.9168674698795181,18
ERR2407577,0.3911409599088951,0.4409724221313835,44268
ERR2407578,0.39621807080197374,0.44236098268773916,45092
ERR2437276,0.4048662671072354,0.5169515877458457,45062
ERR2437277,0.413529080236571,0.5183465465403725,45564
ERR2486115,0.18936170212765235,0.7447916666666666,86
ERR2486142,0.1975757575757556,0.7662764698145469,149
ERR2486144,0.1856392294220628,0.7975944708733507,199
ERR2486211,0.23293172690762984,0.9593736311870346,55
ERR2486216,0.2698412698412654,0.9587729581867918,49
ERR2486219,0.7,0.9347826086956522,6
ERR2486255,0.2124600638977559,0.9395690684088196,118
ERR2486268,0.2012711864406771,0.953170731707317,91
ERR2486285,0.24916387959865136,0.9144811858608894,130
ERR2486295,0.2081339712918616,0.825183165786335,82
ERR2486297,0.23412698412697477,0.9620870671827775,113
ERR2486310,0.24324324324324298,0.9502273271117492,44
ERR2486316,0.20224719101123273,0.975712029624789,68
ERR2486394,0.2093596059113285,0.9361300966297431,83
ERR2486398,0.1679771265189355,0.8455219394910839,226
ERR2486406,0.187576126674783,0.854424834146952,148
ERR2486419,0.18181818181816822,0.8409287472556716,266
ERR2486420,0.16017742730408246,0.833309829361162,319
ERR2486452,0.20876826722338,0.8527678261874494,187
ERR2486462,0.18452982810919352,0.8034096007178106,345
ERR2486470,0.19952867242732875,0.8908055602076704,235
ERR2486482,0.20681818181816702,0.7963467829880043,262
ERR2538438,0.5583287020661287,0.4589281871009398,5250
ERR2538464,0.5722880906032645,0.6684161778326644,2244
ERR2538515,0.635416666666553,0.597430327679438,2373
ERR2592244,0.5556090665972524,0.7184109455627901,39489
ERR2592245,0.5673185082626923,0.7425559676284165,31579
ERR2592247,0.5684914222464201,0.7383042182933786,36354
ERR2592248,0.569955939282244,0.7233526609845484,27694
ERR2592250,0.5206551248621974,0.7376517954253741,79971
ERR2592252,0.5510753160878398,0.6797042654339381,49903
ERR2592253,0.5583957777786333,0.7233620766290337,39556
ERR2592254,0.6367903149455336,0.7475713606581096,19910
ERR2592255,0.5838513319960196,0.7298270133880144,42811
ERR2592256,0.5678291166028264,0.8027389072196468,25489
ERR2592260,0.5660036498863196,0.7830125453231456,36289
ERR2592261,0.6497786522378799,0.7235370789600055,5053
ERR2592263,0.5748497242606475,0.7460640471242467,39277
ERR2592264,0.5455013810864809,0.6645972306945565,48044
ERR2592265,0.5799767718255557,0.7012825481518868,36528
ERR2592266,0.5414834386647484,0.6598671447886661,55106
ERR2592267,0.5521079512390801,0.6729302947601556,43061
ERR2592268,0.557960103529572,0.6484853115737549,45772
ERR2592269,0.5701494125937627,0.6661504216831438,36400
ERR2592270,0.6202956668412096,0.754725206916442,23170
ERR2592274,0.5860047810558122,0.6611762614506891,35934
ERR2592275,0.5700690149427106,0.6441031665446646,35198
ERR2592276,0.5847016863863106,0.723060172135861,29231
ERR2592277,0.6067487740804389,0.7510499376006077,36630
ERR2592278,0.5661133155379094,0.6965055104539889,40224
ERR2592279,0.570337492671777,0.6835606110513333,37853
ERR2592280,0.5626892126163107,0.7063792881922139,45799
ERR2592281,0.6628036550031159,0.7392777245126239,9095
ERR2592282,0.5993126415778325,0.7096134083149068,38552
ERR2592328,0.564680228906143,0.7141092496376354,34106
ERR2592329,0.5758243503459474,0.7482982766930938,54649
ERR2592332,0.5699696667440988,0.7368788393719871,39849
ERR2592333,0.5671112464911475,0.6355498309450974,25580
ERR2592334,0.5972571659233509,0.7110580114501972,43402
ERR2592335,0.6118450378880912,0.7340841445565368,20090
ERR2592336,0.6119234778683862,0.7312312196625318,26800
ERR2592337,0.6218844656519771,0.7193955146076279,33862
ERR2592338,0.5677230511662869,0.6880840019254173,63520
ERR2592340,0.524276702114689,0.6792184017219061,42383
ERR2592341,0.5718967493077557,0.699802411284582,26694
ERR2592342,0.4909626467207978,0.6849751652969562,51222
ERR2592343,0.5469203074822738,0.6937035343610107,56285
ERR2597329,0.626449977039417,0.7782446090336161,34255
ERR2597331,0.6409867390896998,0.8153092664911302,31190
ERR2597335,0.6653709390174474,0.8461356332856617,24458
ERR2597341,0.6654587148281909,0.8072389159942974,32519
ERR2597354,0.679020885167264,0.8074832318207426,26949
ERR2597355,0.6754011520257857,0.8214391241466183,27072
ERR2597356,0.594892268624759,0.7458695923501557,45429
ERR2597360,0.6391577004981778,0.8238737781892312,37032
ERR2597372,0.6122253222343284,0.770690255624434,31044
ERR2597374,0.5706500248041309,0.748767005177194,38116
ERR2597471,0.5939866194409259,0.711031836048469,28779
ERR2597490,0.4455654972388304,0.6472691176218214,77929
ERR2597503,0.5404278052267546,0.6361026538944894,43964
ERR2597509,0.5089840424341701,0.6845417125772547,50745
ERR2597510,0.47280189110621135,0.6815112152430831,66432
ERR2597511,0.49100084948936007,0.7023895787297207,57292
ERR2597514,0.6151072937379969,0.7510536073366205,30782
ERR2597515,0.5434612121225353,0.7652216903208692,47614
ERR2597525,0.44127405939376535,0.6640861186013813,93350
ERR2597529,0.4628994945993027,0.6553781129009837,72173
ERR2597533,0.562275312269303,0.7234207245174867,41256
ERR2607372,0.5556090665972524,0.7184109455627901,39489
ERR2607373,0.6034384851861659,0.7593985034554097,44250
ERR2607375,0.6489131503879191,0.7613388675045216,8951
ERR2607376,0.564680228906143,0.7141092496376354,34106
ERR2607378,0.700544947963119,0.7843244035774878,10373
ERR2607379,0.6261970530937586,0.7735525136354658,43070
ERR2607380,0.6897987210849257,0.7652275148002279,5428
ERR2607383,0.5962002831051777,0.7585708888071351,25712
ERR2607384,0.6893274084973188,0.7903070225716531,25000
ERR2607385,0.6946542669285852,0.7753470397690614,14628
ERR2607386,0.6234167777697124,0.7525987166404344,35637
ERR2607388,0.6278947767602354,0.7740090623157951,27104
ERR2607389,0.6343567286630052,0.7588988833910345,16420
ERR2607390,0.5684914222464201,0.7383042182933786,36354
ERR2607391,0.6167645585753465,0.7692889572646487,35408
ERR2607393,0.569955939282244,0.7233526609845484,27694
ERR2607394,0.5080638056388639,0.5243772616252367,54992
ERR2607397,0.613325656676515,0.7506183396473249,29251
ERR2607398,0.6762420957540738,0.7039205406035186,5461
ERR2607401,0.5983673977508206,0.645409651203484,36571
ERR2607402,0.6766673160592773,0.7331527114780888,4149
ERR2607405,0.6362899698089818,0.7373481833420746,24928
ERR2607406,0.6700289855070352,0.7181086290962694,4527
ERR2607407,0.6480530339218524,0.7276204987057243,14125
ERR2607410,0.6916566581583453,0.7767136544571449,11031
ERR2607411,0.6218120703878892,0.7695130236469803,36737
ERR2607413,0.6632195773978334,0.7826738160800218,27648
ERR2607414,0.6219113257113674,0.7705524949213652,49703
ERR2607416,0.6524682936682791,0.7387043921002097,25091
ERR2607417,0.6689450899972664,0.7506064084518016,19065
ERR2607419,0.671314432418818,0.7361209874034945,10426
ERR2607423,0.5455907169268679,0.6334293859917619,74248
ERR2607424,0.6287721773895927,0.7003647436210574,14542
ERR2607425,0.5510753160878398,0.6797042654339381,49903
ERR2607426,0.585886457849412,0.7095353149692867,46568
ERR2607427,0.5334753840973486,0.6148699306594043,40316
ERR2607428,0.6206804891012062,0.7382515781462191,20220
ERR2607432,0.679386872296377,0.7673691794096458,11614
ERR2607435,0.6020628534686278,0.7288564799981471,25117
ERR2607437,0.6285017060418746,0.8007526342517399,58960
ERR2607439,0.5671112464911475,0.6355498309450974,25580
ERR2607442,0.5999727774748039,0.7069458324546847,39178
ERR2607443,0.6020532591760606,0.7045852279664497,38280
ERR2607444,0.6055565207312946,0.69586218044433,24712
ERR2607445,0.6037653077153032,0.6938153512959643,24252
ERR2607446,0.5972571659233509,0.7110580114501972,43402
ERR2607449,0.6669275573346457,0.7514200620221683,11992
ERR2607450,0.5838513319960196,0.7298270133880144,42811
ERR2607451,0.62847362637756,0.7638908467748099,38333
ERR2607452,0.6475825330405557,0.8337617498151966,17886
ERR2607455,0.6322998193853699,0.8267515865211363,23635
ERR2607457,0.5394937100185746,0.8648893205282742,28247
ERR2607459,0.6409999755864608,0.746462363902215,9289
ERR2607460,0.6118450378880912,0.7340841445565368,20090
ERR2607461,0.5959655385592679,0.7246228812571401,20019
ERR2607463,0.7022380558177748,0.7581232365522891,13527
ERR2607465,0.5253713061641022,0.6326811361459795,51620
ERR2607466,0.5501503490594519,0.6503401723387455,60477
ERR2607468,0.6019941958504975,0.736229183649703,19339
ERR2607470,0.6156411172485169,0.7360927186309836,20710
ERR2607475,0.6302269371810487,0.8218689259905307,29286
ERR2607477,0.6551594263227026,0.7260596087748167,18372
ERR2607481,0.6207824923238973,0.7291808133500784,31304
ERR2607482,0.6325033902886029,0.7193769395515538,18323
ERR2607483,0.6497786522378799,0.7235370789600055,5053
ERR2607484,0.6021977779368073,0.7352880618526553,50675
ERR2607485,0.4990536707476049,0.6051079512176905,55326
ERR2607486,0.5938747791624231,0.8817675914257185,30710
ERR2607489,0.6119234778683862,0.7312312196625318,26800
ERR2607491,0.6398177865197913,0.7459833346246769,26562
ERR2607494,0.6493929332470657,0.8308349946602772,32060
ERR2607495,0.644184747418526,0.7798559920727736,26797
ERR2607496,0.6532941206033991,0.7663734115347018,15627
ERR2607498,0.632706979236995,0.7825783523383875,33584
ERR2619760,0.7177978983535748,0.8817168744419828,10941
ERR2683605,0.5384186823900606,0.6812560986427748,4429
ERR2683607,0.4830342294035064,0.6680481591241635,8017
ERR2683608,0.46290259486184937,0.6912445755811946,11643
ERR2683609,0.49330974589858867,0.6723464231284878,6521
ERR2683610,0.5535082821514788,0.6787079895351177,1270
ERR2683611,0.5249506254113097,0.6621659242761693,1746
ERR2683612,0.5383735705208744,0.6836914185199146,1809
ERR2683613,0.5295727716290924,0.6479715121454915,1973
ERR2683614,0.5182538796471851,0.6674924304982108,2101
ERR2683615,0.49616406019464354,0.6728248699203057,3049
ERR2683617,0.5192115541827893,0.6417166549047283,2677
ERR2683622,0.50528396146069,0.628053721184621,7844
ERR2683623,0.5452079143081404,0.7324181257634809,4470
ERR2683624,0.4956328645445273,0.5516654965285904,6153
ERR2683626,0.4802814919066668,0.5422556619547043,7721
ERR2683629,0.5535096738010667,0.5885299273729026,2604
ERR2683631,0.5273871206512886,0.6100878030158428,2525
ERR2683632,0.5467581926745696,0.6652650792874721,4482
ERR2683633,0.5113280478513664,0.6691828360099296,7281
ERR2683634,0.5274238227145602,0.6817625562297973,6689
ERR2683635,0.4609461981147195,0.6586135643115942,12111
ERR2683638,0.5337822837266208,0.635813005891746,2971
ERR2683640,0.5389547309111333,0.6331632211746389,2380
ERR2683641,0.517673621924481,0.6248529461194582,2883
ERR2683642,0.5078908554570365,0.6258984258984259,3060
ERR2683644,0.4648248176368805,0.6510453298843033,11792
ERR2696421,0.31210311460483675,0.3108227012758469,6415
ERR2696423,0.44557018795597175,0.4918300653594771,12596
ERR2696424,0.4331921447820393,0.4678036191779118,11603
ERR2696425,0.34794495013824017,0.35513581349839407,15238
ERR2696426,0.34949088920629967,0.3579925724385836,15885
ERR2696427,0.4436267505001,0.45300239790089514,10748
ERR2696428,0.42582878444933625,0.43065235672239566,9679
ERR2696810,0.6489716189818834,0.9314686514660775,1474
ERR2696812,0.37973781341418766,0.973029423517973,8361
ERR2696814,0.4700697404102512,0.9378948883929807,4694
ERR2709732,0.5361773823959306,0.5672848403813381,27407
ERR2709735,0.49309168799696745,0.5015134242698219,26630
ERR2709740,0.46977015056077126,0.4853739214370637,33553
ERR2709762,0.46678358645191353,0.47542971798015826,29815
ERR2709769,0.47365547155541177,0.4953977752453366,25709
ERR2709798,0.5152428493048842,0.5342949836933846,27970
ERR2749187,0.2493977354840649,0.3214671946529195,14425
ERR2749333,0.6779652678701691,0.9007449634861087,5405
ERR2749675,0.8359880677660388,0.9299671197302561,1939
ERR2749813,0.8505392912170292,0.9379460438807751,3068
ERR2749913,0.31941562826063385,0.38796122199030547,14014
ERR2750096,0.8825275657335157,0.9531902887315428,2471
ERR2750176,0.7621705291150843,0.9180729401170644,6106
ERR2750211,0.4683817312827462,0.7503694998594098,9726
ERR2750365,0.7766407904022214,0.9390263496143959,445
ERR2750373,0.2708229124028933,0.4064065056775921,12008
ERR2750639,0.2693985790046012,0.35812190142898803,16756
ERR2757383,0.7985274891623773,0.9255036625582459,3824
ERR2762149,0.31124044206384,0.3329346251844829,18059
ERR2762973,0.5727470759229224,0.6534236038546384,23220
ERR2764820,0.861954074740884,0.9215871949170663,2818
ERR2764821,0.8584871840829246,0.9209686819422717,2788
ERR2784785,0.43530826818169194,0.8394301010845009,8571
ERR2784837,0.5883691360495088,0.8606986331525546,9884
ERR2784838,0.5667186000026334,0.8407029102647132,10892
ERR2784839,0.5688091322110833,0.8433678688524591,10458
ERR2806351,0.8540395411274356,0.9741628420873704,4047
ERR2808645,0.6066067686548786,0.6982910071841217,20879
ERR2808650,0.5873280721525509,0.6398077897729222,26093
ERR2808651,0.5628663935829658,0.6033393626286151,28085
ERR2808652,0.5955106363965781,0.6623725493106161,25597
ERR2808653,0.5940523650464123,0.6552967856933647,23679
ERR2808654,0.5523079497196587,0.611656196161008,19014
ERR2808655,0.5906002054733691,0.6476456891533536,26056
ERR2808660,0.5728062267476377,0.6112978837918581,26900
ERR2808661,0.5917462569346837,0.6485931375769122,26001
ERR2808662,0.6006355592853959,0.6638365504041316,25569
ERR2808663,0.60799934743564,0.6738700031217653,24880
ERR2808664,0.6017692418287344,0.667862117895429,22353
ERR2808665,0.6206458283961159,0.6862448378669882,23318
ERR2808666,0.5994436201775935,0.6998147338921412,20080
ERR2808667,0.6080122314943074,0.6659208859039072,22672
